,sentence,SearchScreeningEvent,SearchCreativeWork,RateBook,AddToPlaylist
4215,I would rate The Door to December 3 points and a best rating of 6,0,0,1,0
4216,this textbook only gets two out of 6 stars,0,0,1,0
4217,I rate the current textbook a 0 of 6,0,0,1,0
4218,Give this book 1 stars.,0,0,1,0
4219,Give this book zero stars,0,0,1,0
4220,I am giving Paedophilia: The Radical Case a rating of 2 out of 6 points,0,0,1,0
4221,put a rating of 0 out of 6 to this chronicle,0,0,1,0
4222,give 0 to The Sky Village,0,0,1,0
4223,"I give a rating of 2
 to the book Swine Not?",0,0,1,0
4224,four out of 6 stars for the previous essay,0,0,1,0
4225,add five stars to my current chronicle,0,0,1,0
4226,I want to rate The Medici Seal two out of 6 points,0,0,1,0
4227,I would give this current novel 2 stars with a best rating of 6,0,0,1,0
4228,Rate the current book a zero.,0,0,1,0
4229,Give The Fox and the Hound a 1,0,0,1,0
4230,give 4 out of 6 stars to current chronicle,0,0,1,0
4231,five points for this novel,0,0,1,0
4232,rate the Broke: Who Killed the Middle Classes? chronicle a five,0,0,1,0
4233,rate this novel five points,0,0,1,0
4234,rate Gray Mountain a zero,0,0,1,0
4235,rate this essay four out of 6,0,0,1,0
4236,I would rate Oblivion: Stories a two,0,0,1,0
4237,the last essay is a 2 out of 6,0,0,1,0
4238,I gave the current chronicle a 3 of 6,0,0,1,0
4239,The Battle for Skies gets a three,0,0,1,0
4240,I would give the series History Decoded: The 10 Greatest Conspiracies of All Time a rating of 3 points,0,0,1,0
4241,Rate Political Liberalism 1 out 6 stars,0,0,1,0
4242,Please rate the current album 4 stars.,0,0,1,0
4243,Give this chronicle 4 stars,0,0,1,0
4244,rate the previous essay four of 6 points,0,0,1,0
4245,I want to give The First Person and Other Stories 0 out of 6 stars,0,0,1,0
4246,rate the current album 2 points out of 6,0,0,1,0
4247,rate the book The Egoist five out of 6,0,0,1,0
4248,give 1 out of 6 points for Collected Works,0,0,1,0
4249,rate this book a zero,0,0,1,0
4250,Rate the current book 0 stars,0,0,1,0
4251,rate Winnie-the-Pooh four out of 6,0,0,1,0
4252,Rate The Man from the USSR and Other Plays a 0,0,0,1,0
4253,Give this book a rating of 3 out of 6 points.,0,0,1,0
4254,rate the book Oath of Swords three for 6,0,0,1,0
4255,Rate The Strange Death of Tory England 1 stars,0,0,1,0
4256,I am giving the current book two stars,0,0,1,0
4257,rate First Man: The Life of Neil A. Armstrong three of 6,0,0,1,0
4258,Rate Secret Weapon a four,0,0,1,0
4259,Rate the current book zero of 6 stars,0,0,1,0
4260,"rate the current textbook 4 of 6
 points",0,0,1,0
4261,Rate A Division of the Spoils 5 stars,0,0,1,0
4262,I would rate this book a value of 3 and a best rating of 6,0,0,1,0
4263,rate the book Strumpet City zero for 6,0,0,1,0
4264,Give five points to An Ice-Cream War,0,0,1,0
4265,give 3 out of 6 points to The Secrets of Love,0,0,1,0
4266,Give the current novel 4 of 6 stars,0,0,1,0
4267,Rate Renewable Electricity and the Grid one stars out of 6,0,0,1,0
4268,Rate my current book five points out of 6,0,0,1,0
4269,give Jackass Investing a three,0,0,1,0
4270,Rate 5 out of 6 points to My Favorite Fantasy Story,0,0,1,0
4271,rate this textbook a 4,0,0,1,0
4272,Rate this essay 4 of 6 stars,0,0,1,0
4273,I gave the current series 0 points,0,0,1,0
4274,Rate the At the Villa Rose series 3 of 6,0,0,1,0
4275,rate this book 1 out of 6,0,0,1,0
4276,put a rating on this book of three,0,0,1,0
4277,Rate this novel 3 out of 6 points.,0,0,1,0
4278,give 2 out of 6 stars to current chronicle,0,0,1,0
4279,This current book only nets 3 out of 6 points,0,0,1,0
4280,Give this book 2 out of 6 stars.,0,0,1,0
4281,Rate the current book 3 out of 6,0,0,1,0
4282,rate Peveril of the Peak a five,0,0,1,0
4283,Rate The Empty Throne a 4,0,0,1,0
4284,When Religion Becomes Evil is only worth 1 stars,0,0,1,0
4285,I give the previous novel one out of 6 stars.,0,0,1,0
4286,Dragon Age: The Stolen Throne gets 1 points,0,0,1,0
4287,Assign 0 points out of 6 to The Gate of Worlds,0,0,1,0
4288,I want to give The Cat Who Walks Through Walls a 1,0,0,1,0
4289,I give the last textbook one out of 6 points.,0,0,1,0
4290,Give Beauty Is in the Street three out of 6 stars,0,0,1,0
4291,Rate Making Sense of Marx 2 stars.,0,0,1,0
4292,"give Song of Scarabaeus five of 6
 stars",0,0,1,0
4293,Rate this essay 1 stars,0,0,1,0
4294,I'd rate this essay 1 out of 6,0,0,1,0
4295,I rate Observations one points,0,0,1,0
4296,give Wannabe: How The Spice Girls Reinvented Pop Fame 2 points,0,0,1,0
4297,I give Life During Wartime a one out of 6.,0,0,1,0
4298,"Rate Cotton Comes to Harlem a 2
",0,0,1,0
4299,Add a rating of zero points out of 6 to The Inheritance of Loss,0,0,1,0
4300,For the book The Mirrored Heavens  I give one of a possiable 6 stars,0,0,1,0
4301,I give this book a 3 out of 6 .,0,0,1,0
4302,I would rate this novel a four,0,0,1,0
4303,rate Break No Bones series a 1 of 6,0,0,1,0
4304,rate the current album 5 points,0,0,1,0
4305,Give the Televised Morality series a one.,0,0,1,0
4306,rate this chronicle a 0,0,0,1,0
4307,rate the book saga A Coin in Nine Hands 0 points,0,0,1,0
4308,The Complex: How the Military Invades Our Everyday Lives has a best rating of 6 stars but I will give it zero,0,0,1,0
4309,this album is rated at a 0 out of a possible 6.,0,0,1,0
4310,Give two points to One Virgin Too Many,0,0,1,0
4311,Can you give this textbook a 2 out of 6?,0,0,1,0
4312,give 4 out of 6 stars to this textbook,0,0,1,0
4313,I rate the book Creature in the Teacher 3 stars,0,0,1,0
4314,Rate the current book a three,0,0,1,0
4315,rate this book titled The Gray Prince 5 points,0,0,1,0
4316,"Rate this novel 4 out of 6
",0,0,1,0
4317,Give this essay four stars / 6.,0,0,1,0
4318,I rate the book Time and Stars  two points,0,0,1,0
4319,Rate my current novel 3 out of 6,0,0,1,0
4320,I want to give this book three out of 6 stars,0,0,1,0
4321,Rate The Bishop a 1,0,0,1,0
4322,Rate The Joy of Gay Sex a 5 out of 6,0,0,1,0
4323,Rate this textbook zero stars,0,0,1,0
4324,add this current book five stars,0,0,1,0
4325,I rate Monster Mythology 3 points.,0,0,1,0
4326,The Coming Insurrection should get a rating of 1,0,0,1,0
4327,Give the book Buzz about Bees a 2 star rating out of 6.,0,0,1,0
4328,I want to rate the current textbook with 4,0,0,1,0
4329,this album is five stars.,0,0,1,0
4330,Rate Adventures in Stationery saga 5 stars,0,0,1,0
4331,Freud: A Life for Our Time deserves a solid 4,0,0,1,0
4332,Give this textbook 3 stars.,0,0,1,0
4333,rate this novel four stars,0,0,1,0
4334,Rate this album a 2,0,0,1,0
4335,Rate my current album 3 stars,0,0,1,0
4336,I would give Basic Battle Skills a rating of four,0,0,1,0
4337,I would rate Tree of Smoke a value of two or a best rating of 6,0,0,1,0
4338,Rate the current novel 1 of 6,0,0,1,0
4339,out of 6 give The Morganville Vampires a 1,0,0,1,0
4340,give 0 out of 6 stars to Reality of Certainty,0,0,1,0
4341,Diana in Search of Herself is average and gets a 3 out of 6 points,0,0,1,0
4342,Rate this saga two with a bet rating of 6,0,0,1,0
4343,I am giving this current novel 4 out of 6 stars,0,0,1,0
4344,I want to give the current textbook 2 out of 6,0,0,1,0
4345,Rate In the Eyes of Mr. Fury zero of 6,0,0,1,0
4346,Rate the current novel 5 of 6,0,0,1,0
4347,Give Signals of Belief in Early England four of 6,0,0,1,0
4348,Rate Dictionary of the English Language a 4,0,0,1,0
4349,Give the current essay 3,0,0,1,0
4350,Rate this textbook a 1,0,0,1,0
4351,give 5 out of 6 stars to Creatures of Light and Darkness,0,0,1,0
4352,Rate The Loneliness of the Long Distance Runner 0 points / 6,0,0,1,0
4353,Rate this essay two out of 6 stars,0,0,1,0
4354,this saga is definitely worth 4 stars.,0,0,1,0
4355,Rate Blood and Gold saga 0 points,0,0,1,0
4356,Give The Body Artist a 5.,0,0,1,0
4357,Rate this book four stars out of 6,0,0,1,0
4358,Rate Seeing with the Eyes of Love 5 points,0,0,1,0
4359,I'd rate the chronicle called The Art of Loving 3 points out of 6,0,0,1,0
4360,Rate Hocus Bogus a 4.,0,0,1,0
4361,Rate The First Death 1 stars,0,0,1,0
4362,Rate the current novel 3 points.,0,0,1,0
4363,Rate Cold Light 5 out of 6 points.,0,0,1,0
4364,rate the book The Outlaws of Sherwood two stars,0,0,1,0
4365,Rate The Demolished Man a five ,0,0,1,0
4366,give 3 out of 6 stars to this essay,0,0,1,0
4367,I giv the current novel a four,0,0,1,0
4368,I would give zero stars to A Concise Treatise on the Art of Angling out of 6.,0,0,1,0
4369,Rate my current book 3 out of 6,0,0,1,0
4370,give zero out of 6 points to The False Peace,0,0,1,0
4371,4 stars out of 6 is the rating for Fires of Azeroth,0,0,1,0
4372,Rate this novel 0 of 6 stars,0,0,1,0
4373,Give A Mile Beyond the Moon five points,0,0,1,0
4374,rate The Confidence-Man 3 points,0,0,1,0
4375,"rate Animals of the Bible one of 6
 points",0,0,1,0
4376,Rate the current book 1 of 6 points,0,0,1,0
4377,I give 1 stars out of 6 to this current series.,0,0,1,0
4378,the stars total 6 but Journey Under the Midnight Sun gets a four,0,0,1,0
4379,I rated The Island of Adventure saga a 2 of 6,0,0,1,0
4380,Rate The Art of Nijinsky 5 points,0,0,1,0
4381,"rate the current essay four of 6
 ",0,0,1,0
4382,"I'd give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",0,0,1,0
4383,Rate this album five out of 6 stars.,0,0,1,0
4384,rate The Brothers Karamazov a four,0,0,1,0
4385,rate Atop an Underwood: Early Stories and Other Writings 0 out of 6 stars,0,0,1,0
4386,give three stars to current essay,0,0,1,0
4387,Give this novel 5 stars,0,0,1,0
4388,Rate the current album a five out of 6,0,0,1,0
4389,Rate A Taste of Blackberries  a three,0,0,1,0
4390,I give zero points to this chronicle,0,0,1,0
4391,I would rate this chronicle a value of 1 and a best rating of 6,0,0,1,0
4392,rate Mandela: The Authorised Biography a one,0,0,1,0
4393,I'd like to give a rating of 4 to this current book.,0,0,1,0
4394,I give the previous saga 4 out of 6,0,0,1,0
4395,Rate The Autobiography of Alice B. Toklas 1 out of 6 stars,0,0,1,0
4396,i give The Aquariums of Pyongyang 3 out of 6 stars,0,0,1,0
4397,rate The Odd Angry Shot five points,0,0,1,0
4398,Give A Kentucky Cardinal four points,0,0,1,0
4399,four points for this essay,0,0,1,0
4400,I would rate Eater of Wasps a value of zero and a best rating of 6,0,0,1,0
4401,give 0 out of 6 points to The Paper Men,0,0,1,0
4402,Rate the current essay zero points,0,0,1,0
4403,rate this series one of 6,0,0,1,0
4404,give this textbook zero out of 6 points,0,0,1,0
4405,Rate my current essay a 2,0,0,1,0
4406,Please give 1 points to Waiting for the Mahatma.,0,0,1,0
4407,I give The Cat and the King 2 stars.,0,0,1,0
4408,"The Naked and the Dead was pretty good, I'd give it four stars.",0,0,1,0
4409,"I would rate this book chronicle, 3 out of 5 stars.",0,0,1,0
4410,The book History of Shit should be rated 2 out of 6.,0,0,1,0
4411,Rate The White Body of Evening  one of 6,0,0,1,0
4412,I want to give Select Conversations with an Uncle 5 stars,0,0,1,0
4413,Rate the current essay 4 out of 6,0,0,1,0
4414,National Lampoon Tenth Anniversary Anthology 1970–1980 is a 4 out of 6 read,0,0,1,0
4415,Rate The Night Land three out of 6,0,0,1,0
4416,rate the current novel one out of 6,0,0,1,0
4417,this album is the last and rated five,0,0,1,0
4418,rate the book The Orchard Book of First Greek Myths a 0,0,0,1,0
4419,Gie this textbook 3 stars,0,0,1,0
4420,Rate the current novel two stars,0,0,1,0
4421,I give The Lady Decides a rating value of 4 and a best rating of 6,0,0,1,0
4422,I'd say Life in the Iron Mills was a five,0,0,1,0
4423,rate this saga 4 out of 6 stars,0,0,1,0
4424,The current essay only deserves one out of 6 points,0,0,1,0
4425,give the current textbook 1 out of 6 stars,0,0,1,0
4426,rate Beaver Towers five out of 6 stars,0,0,1,0
4427,rate the last series one of 6 stars,0,0,1,0
4428,I feel that zero out of 6 points would be the rating of Queen of the Dawn.,0,0,1,0
4429,I would rate the chronicle The Monks of Thelema a 2,0,0,1,0
4430,"I liked Ports of Call, I'd give it a 5 out of 6.",0,0,1,0
4431,give The Council of Dads 1 out of 6 stars,0,0,1,0
4432,rate The Citadel 1 out of 6 points,0,0,1,0
4433,Give 4 stars to the current essay,0,0,1,0
4434,Rate the current textbook 1 of 6 stars,0,0,1,0
4435,I want to rate the saga The Italian two to 6 points.,0,0,1,0
4436,rate The Pig Scrolls one of 6 points,0,0,1,0
4437,the next book is worth two,0,0,1,0
4438,rate Cousin Bette 5 points,0,0,1,0
4439,Give four / 6 points to Empire of Death,0,0,1,0
4440,Rate Recovery Road a three,0,0,1,0
4441,Give the current series two stars.,0,0,1,0
4442,The Comics We Loved gets 1 out of 6 points,0,0,1,0
4443,I would give this current chronicle a value of 4 and a best rating of 6,0,0,1,0
4444,The Mad Scientist Hall of Fame gets only a two out of 6,0,0,1,0
4445,Rate the current essay zero stars,0,0,1,0
4446,Rate To Live and Die in L.A. a four out of 6.,0,0,1,0
4447,give 3 out of 6 points to current novel,0,0,1,0
4448,Rate this current novel 1 out of 6 points.,0,0,1,0
4449,4 stars for Three to Get Deadly,0,0,1,0
4450,Give this album a five out of 6,0,0,1,0
4451,Not Yet: A Memoir of Living and Almost Dying was one out of 6 stars,0,0,1,0
4452,I give Out of Sync zero out of 6 points.,0,0,1,0
4453,The book History by Contract is rated five stars in my opinion.,0,0,1,0
4454,Rate What Is Called Thinking? 0 stars,0,0,1,0
4455,rate this book saga 3 out of 6 stars,0,0,1,0
4456,this textbook gets a two,0,0,1,0
4457,Give the current textbook 5 / 6 points,0,0,1,0
4458,Give this series 3 stars,0,0,1,0
4459,rate the current book 3 out of 6 stars,0,0,1,0
4460,give Heartland chronicle four points,0,0,1,0
4461,Rate The Masks of Time zero of 6 stars,0,0,1,0
4462,give 0 out of 6 points to current textbook,0,0,1,0
4463,find five points called The Origins of Virtue,0,0,1,0
4464,Rate my current book one stars,0,0,1,0
4465,Rate this book four points,0,0,1,0
4466,I would give this book a value of 2 and a best rating of 6,0,0,1,0
4467,Rate Lord of the World a value of 4,0,0,1,0
4468,I rate this essay 5 of 6 points,0,0,1,0
4469,Rate this novel three out of 6 stars,0,0,1,0
4470,i give the following textbook three points,0,0,1,0
4471,give two out of 6 stars to current book,0,0,1,0
4472,Rate this essay two stars,0,0,1,0
4473,I rate Vivian Grey three.,0,0,1,0
4474,give three stars to chronicle Falling in Love With Hominids,0,0,1,0
4475,Rate The Principle of Hope 1 out of 6 stars,0,0,1,0
4476,I want to give this current textbook 4 points.,0,0,1,0
4477,I am giving this current novel 1 out of 6 stars,0,0,1,0
4478,Rate the current textbook 4 out of 6 points,0,0,1,0
4479,Give The Neon Bible three stars / 6,0,0,1,0
4480,I give the current chronicle one of 6 stars,0,0,1,0
4481,I rate this essay a two of 6 points,0,0,1,0
4482,I would rate The Spoiler 0 stars,0,0,1,0
4483,I give the next essay 4 out of 6 points.,0,0,1,0
4484,Rate this current novel 5 points,0,0,1,0
4485,Rate The Change 0 out of 6 points,0,0,1,0
4486,Give the current book a one out of 6.,0,0,1,0
4487,This current book deserves 1 points,0,0,1,0
4488,Rate this textbook a three,0,0,1,0
4489,Rate Voyages by Starlight a value of 0,0,0,1,0
4490,rate the book Now and Forever 1 out of 6 points,0,0,1,0
4491,Rate this book 3 out of 6 points,0,0,1,0
4492,I feel like this essay deserves four stars,0,0,1,0
4493,Rate Contesting the Future of Nuclear Power a four,0,0,1,0
4494,this essay deserves 0 stars.,0,0,1,0
4495,I would give Sentenced to Prism a rating of zero and a best rating of 6,0,0,1,0
4496,rate this book a zero,0,0,1,0
4497,Give Waiting for the Mahatma 5 out of 6 points.,0,0,1,0
4498,For the book Deception I rate it four points,0,0,1,0
4499,I rate The Mathematical Magpie chronicle a 0 of 6,0,0,1,0
4500,Give Grand Conspiracy zero out of 6 points.,0,0,1,0
4501,I'd like to rate this textbook 4 out of 6,0,0,1,0
4502,rate this novel a three,0,0,1,0
4503,give 1 stars to book Mr Ponsonby,0,0,1,0
4504,rate the current textbook 3 out of 6,0,0,1,0
4505,I am giving the book titled The Masters of Solitude a rating of two out of 6,0,0,1,0
4506,I would rate this chronicle zero and a best rating of 6,0,0,1,0
4507,rate this album one out of 6,0,0,1,0
4508,I think this essay is only good for one stars,0,0,1,0
4509,The Amityville: The Evil Escapes chronicle is only a 1 out of 6. ,0,0,1,0
4510,Rate the current novel a 3 ,0,0,1,0
4511,Rate the Casualties of Peace series one of 6,0,0,1,0
4512,the following essay is worth four out 6,0,0,1,0
4513,give two stars to current chronicle,0,0,1,0
4514,The Latham Diaries deserves a rating value of 0 and a best rating of 6,0,0,1,0
4515,give four out of 6 points to current album,0,0,1,0
4516,Rate this novel 1 points.,0,0,1,0
4517,Rate this novel at 2,0,0,1,0
4518,rate this essay three of 6 stars,0,0,1,0
4519,Give The Lost Princess 3 stars.,0,0,1,0
4520,"Rate Shadow of Night a 1
",0,0,1,0
4521,rate the book Line to Tomorrow three stars,0,0,1,0
4522,"rate Eleanor Rigby a 3
",0,0,1,0
4523,I rate Doom 3: Worlds on Fire a 1 of 6,0,0,1,0
4524,the next novel is 4 stars,0,0,1,0
4525,Give Twas the Night Before Christmas 0 points out of 6.,0,0,1,0
4526,rate this textbook 4 out of 6 stars,0,0,1,0
4527,I'd rate the current chronicle 2 points,0,0,1,0
4528,Please rate this book and album 4 to 6 stars.,0,0,1,0
4529,Make this essay two out 6 stars,0,0,1,0
4530,give zero out of 6 points to Marxism and the Oppression of Women,0,0,1,0
4531,I would give Dead Man Falling 5 points and a best rating of 6,0,0,1,0
4532,give two points out of 6 to this novel,0,0,1,0
4533,give 4 out of 6 stars to this textbook,0,0,1,0
4534,Rate Maps for Lost Lovers 1 of 6,0,0,1,0
4535,give 1 out of 6 points to this novel,0,0,1,0
4536,Give this essay one star out of 6,0,0,1,0
4537,Rate this album 4 points,0,0,1,0
4538,"rate this book four of 6
 points",0,0,1,0
4539,The Rats of Hamelin deserves zero points,0,0,1,0
4540,rate this album 1,0,0,1,0
4541,For this book I rate four points,0,0,1,0
4542,I give Jonathan Livingston le goéland 2 of 6 points,0,0,1,0
4543,rate The Overton Window series a two out of 6,0,0,1,0
4544,Rate the current textbook with 2 points out of 6.,0,0,1,0
4545,Rate The Natural a 4,0,0,1,0
4546,Rate this album  zero stars,0,0,1,0
4547,rate the current essay 5 points,0,0,1,0
4548,"Of a total possible of 6, I think the current book is a five.",0,0,1,0
4549,Rate my current book four points out of 6,0,0,1,0
4550,Rate The Desert Column 3 out of 6 ,0,0,1,0
4551,rate this essay two points out of 6,0,0,1,0
4552,Rate the previous essay 5 out of 6,0,0,1,0
4553,Give this saga a 5 out of 6 rating.,0,0,1,0
4554,Rate this awful book called Cold with 0 out of 6 points,0,0,1,0
4555,rate this chronicle 3 stars,0,0,1,0
4556,For Mirrorshades I rate it three stars,0,0,1,0
4557,I would rate this current series I'm reading a two out of 6,0,0,1,0
4558,rate this textbook 2 out of 6,0,0,1,0
4559,rate this novel 0 of 6 stars,0,0,1,0
4560,I am giving the current novel a four out of 6 rating.,0,0,1,0
4561,Rate Tropic of Capricorn two stars,0,0,1,0
4562,Give The Lost World 2 points,0,0,1,0
4563,give four out of 6 star to this novel,0,0,1,0
4564,3 out of 6 for the last album,0,0,1,0
4565,rate this book 4 out of 6,0,0,1,0
4566,this current book is worth five,0,0,1,0
4567,rate this current album five out of 6 points,0,0,1,0
4568,Warriors of Legend gets a 3 out of 6,0,0,1,0
4569,rate the current album two points,0,0,1,0
4570,Rate the current textbook 3 of 6,0,0,1,0
4571,Rate Homicide: A Year on the Killing Streets five stars,0,0,1,0
4572,Rate this book zero out of 6,0,0,1,0
4573,rate the chronicle following a 4,0,0,1,0
4574,I want to give The Nightmare Fair five stars and a rating of 6,0,0,1,0
4575,Rate the My Beloved World saga a one ,0,0,1,0
4576,Big Breasts and Wide Hips is terrible and 1 out of 6,0,0,1,0
4577,give one out of 6 star to A Girl Is a Half-formed Thing chronicle,0,0,1,0
4578,Rate Wielding a Red Sword 0 stars,0,0,1,0
4579,Rate this essay a 3,0,0,1,0
4580,rate Secrets and Lies 2 of 6 stars,0,0,1,0
4581,I'd give The Day of Reckoning four points,0,0,1,0
4582,I feel that Sons and Lovers deserves a rating of 2.,0,0,1,0
4583,Rate this album only three points ,0,0,1,0
4584,give two out of 6 points to current textbook,0,0,1,0
4585,Rate my current textbook 1 out of 6 points,0,0,1,0
4586,rate Getting It Wrong from the Beginning a value of 4,0,0,1,0
4587,I give the previous series four stars.,0,0,1,0
4588,"give five star to The Second Angel series
",0,0,1,0
4589,"give this novel 3 of 6
",0,0,1,0
4590,Rate the current essay 3 out of 6 points,0,0,1,0
4591,Give this novel two out of 6 stars,0,0,1,0
4592,give this textbook a five,0,0,1,0
4593,Remember the City nets five out of 6.,0,0,1,0
4594,rate the current chronicle a zero,0,0,1,0
4595,Give The Phantom Ship a zero.,0,0,1,0
4596,Rate this chronicle 0,0,0,1,0
4597,Give this chronicle a 4 out of 6,0,0,1,0
4598,Rate the saga Rides a Dread Legion zero out of 6 points.,0,0,1,0
4599,give three out of 6 points in current essay,0,0,1,0
4600,Rate Encyclopaedia of the Social Sciences zero out of 6,0,0,1,0
4601,Rate the White Lies chronicle 0 stars,0,0,1,0
4602,give four star to current novel,0,0,1,0
4603,I would give Bones of the Earth 2 points,0,0,1,0
4604,I am giving this current essay zero out of 6 stars,0,0,1,0
4605,For the current essay I give a total of 1 stars,0,0,1,0
4606,Rate the current textbook a 0 out of 6.,0,0,1,0
4607,I want to give The Coming of the Terraphiles a rating of 1.,0,0,1,0
4608,Rate my current book 1 out of 6,0,0,1,0
4609,I am giving the book After Henry a rating of 0 out of 6 stars,0,0,1,0
4610,Rate this album one value,0,0,1,0
4611,rate With Kitchener in the Soudan 2 stars out of 6,0,0,1,0
4612,The current essay gets four points,0,0,1,0
4613,Rate this textbook 2 points.,0,0,1,0
4614,Rate current book two points,0,0,1,0
4615,I would give the All That: Fresh out the Box saga a rating of 2 points,0,0,1,0
4616,Rate 3 out of 6 points to Darkworld Detective,0,0,1,0
4617,Rate this novel 5 out of 6 stars,0,0,1,0
4618,I'd give The Mystery of the 99 Steps three stars out of 6,0,0,1,0
4619,I give 4 of 6 stars for the saga A Severe Mercy,0,0,1,0
4620,Rate this album three out of 6 ,0,0,1,0
4621,I want to give the current textbook 0 out of 6 stars,0,0,1,0
4622,Rate this album 2 stars,0,0,1,0
4623,give 5 out of 6 points to Myths of the Hindus & Buddhists,0,0,1,0
4624,the previous book is five out of 6 stars,0,0,1,0
4625,give four points to this novel,0,0,1,0
4626,Rate current novel two stars,0,0,1,0
4627,Rate the current essay four out of 6.,0,0,1,0
4628,Rate The Coming of Bill 3 of 6 stars,0,0,1,0
4629,Rate this essay 4 out of 6 stars ,0,0,1,0
4630,The current series deserves three stars. ,0,0,1,0
4631,Give The Turning Point a 0 out of 6.,0,0,1,0
4632,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,0,0,1,0
4633,rate The Descendants two points,0,0,1,0
4634,give Rathinirvedam a rating of 3 out of 6,0,0,1,0
4635,Rate Equal Affections one points,0,0,1,0
4636,Rate this book one stars,0,0,1,0
4637,"rate Cock and Bull 5 of 6
 points",0,0,1,0
4638,I think this novel gets 1 stars,0,0,1,0
4639,Rate The Making of a Teacher a two,0,0,1,0
4640,Rate this textbook 1 stars,0,0,1,0
4641,I wish to give this textbook a zero out of 6 points,0,0,1,0
4642,"rate this book 2
 stars",0,0,1,0
4643,rate the last book 0 stars,0,0,1,0
4644,I give the Flash series 0 out of 6.,0,0,1,0
4645,I think that this book deserves a 3,0,0,1,0
4646,Give the current chronicle 2 stars.,0,0,1,0
4647,rate the current saga one stars,0,0,1,0
4648,Rate the current album 3 points,0,0,1,0
4649,Rate Peter and the Sword of Mercy 3 of 6 stars,0,0,1,0
4650,rate The Lost Hero chronicle four out of 6,0,0,1,0
4651,Out of 6 stars I give the chronicle three and look forward to what's next.,0,0,1,0
4652,Give Souls in Metal four out of 6 points,0,0,1,0
4653,"For the book Tale of the Toa I give five points 
",0,0,1,0
4654,I give The Prestige a rating of 5,0,0,1,0
4655,I give the Budayeen Nights saga five out of 6 points.,0,0,1,0
4656,rate The Key Word and Other Mysteries 4 of 6,0,0,1,0
4657,Rate this textbook 4 stars.,0,0,1,0
4658,Give the current novel a 3 out of 6 rating,0,0,1,0
4659,Rate the Deception chronicle one of 6 points,0,0,1,0
4660,3 stars is the rating for Boy Meets Boy,0,0,1,0
4661,Rate The Summer Job 5 stars,0,0,1,0
4662,I give the following saga a 5.,0,0,1,0
4663,Rate my current novel one out of 6 points,0,0,1,0
4664,Rate this book 0 points out of 6,0,0,1,0
4665,Rate this series one out of 6.,0,0,1,0
4666,this album deserves to be rated one out of 6!,0,0,1,0
4667,Rate From a Buick 8 0 out of 6,0,0,1,0
4668,Give the current essay a rating of zero out of 6 stars.,0,0,1,0
4669,give 2 for this essay,0,0,1,0
4670,give Mistborn: The Well of Ascension four out of 6,0,0,1,0
4671,Rate A Faint Cold Fear  0 points,0,0,1,0
4672,Rate this novel a 3,0,0,1,0
4673,rate the current album 2 out of 6,0,0,1,0
4674,Give a 4 star rating to Fear and Loathing on the Campaign Trail ’72,0,0,1,0
4675,Rate current textbook 5 out of 6,0,0,1,0
4676,Rat Short Trips: A Christmas Treasury a 3,0,0,1,0
4677,I'd give The Hundred Thousand Kingdoms a three of 6,0,0,1,0
4678,this chronicle is a zero out of 6.,0,0,1,0
4679,Rate CIA World Factbook five out of 6 stars,0,0,1,0
4680,rate the Poems for Midnight saga 4 points,0,0,1,0
4681,give four out of 6 stars for this chronicle,0,0,1,0
4682,the next essay gets 2 out of 6 stars,0,0,1,0
4683,The current album gets three out of 6 points,0,0,1,0
4684,I would rate this essay a one and a best rating of 6,0,0,1,0
4685,rate this book four out of 6 points,0,0,1,0
4686,rate the previous novel a 1 out of 6,0,0,1,0
4687,For this current textbook I give 4 stars,0,0,1,0
4688,rate this saga 1 points,0,0,1,0
4689,Rate The Black Mask 1 of 6 stars,0,0,1,0
4690,rate The Princess Mouse: A Tale of Finland one of 6,0,0,1,0
4691,The current series only deserves two out of 6.,0,0,1,0
4692,the horrible current essay gets only a 0 out of 6,0,0,1,0
4693,They Knew Mr. Knight should get out of 6 a rating of two,0,0,1,0
4694,Rate this textbook only three points,0,0,1,0
4695,Rate Phoenix: The Fall & Rise of Videogames one points out of 6,0,0,1,0
4696,I would give this current chronicle three points,0,0,1,0
4697,I'd give the Main-Travelled Roads series 0 points out of 6,0,0,1,0
4698,I rate the current saga 0 points and a best rating of 6,0,0,1,0
4699,Rate The A-Z Guide to Arranged Marriage 0 of 6,0,0,1,0
4700,Give the current album 1 star,0,0,1,0
4701,rate the book Dreams of the Raven 5 stars,0,0,1,0
4702,Give Conan the Buccaneer 5 of 6 points,0,0,1,0
4703,Rate the following series a one out of 6,0,0,1,0
4704,Contemporary Religious Satanism gets a rating of 3. ,0,0,1,0
4705,Rate Company for Gertrude 4 of 6,0,0,1,0
4706,I would like to rate the current chronicle 4 to 6 stars.,0,0,1,0
4707,rate the current essay a four,0,0,1,0
4708,I give the chronicle Atop an Underwood: Early Stories and Other Writings a rating value of 3 and a best rating of 6,0,0,1,0
4709,I would like to rate Tar: A Midwest Childhood a value of 1 and a best rating of 6,0,0,1,0
4710,current album gets a value of 0,0,0,1,0
4711,Rate this essay four,0,0,1,0
4712,rate this essay 2 points,0,0,1,0
4713,I would give French Poets and Novelists a best rating of 6 and a value of three,0,0,1,0
4714,give the current chronicle three points,0,0,1,0
